time,pos,vel,error,output
3.76,18.559430376189464,5.063171575742411,5.541833055325384,10.0
3.78,18.660663485347957,5.0616554579245925,5.440569623810536,10.0
3.8,18.761866999886646,5.0601757269344025,5.339336514652043,10.0
3.82,18.863041630076406,5.058731509487977,5.238133000113354,10.0
3.84,18.96418806914161,5.057321953260265,5.136958369923594,10.0
3.86,19.06530699366925,5.055946226382019,5.03581193085839,10.0
3.88,19.16639906400823,5.054603516948851,4.93469300633075,10.0
3.9,19.26746492465907,5.053293032542078,4.833600935991772,10.0
3.92,19.36850520465429,5.052013999761068,4.73253507534093,10.0
3.94,19.469520517929627,5.050765663766803,4.631494795345709,10.0
3.96,19.570511463686355,5.0495472878364,4.530479482070373,10.0
3.98,19.67147862674492,5.048358152928326,4.429488536313645,10.0
4.0,19.772422577890083,5.0471975572580465,4.328521373255079,10.0
4.02,19.87334387420776,5.046064815883853,4.227577422109917,10.0
4.04,19.974243059413812,5.044959260302641,4.126656125792241,10.0
4.06,20.07512066417492,5.043880238055378,4.025756940586188,10.0
4.08,20.175977206421763,5.0428271123420485,3.9248793358250786,10.0
4.1,20.27681319165468,5.041799261645839,3.824022793578237,10.0
4.12,20.377629113242005,5.0407960793663396,3.7231868083453215,10.0
4.14,20.478425452711235,5.039816973461547,3.622370886757995,10.0
4.16,20.579202680033205,5.03886136609847,3.5215745472887647,10.0
4.18,20.679961253899446,5.037928693312106,3.4207973199667947,10.0
4.2,20.780701621992897,5.037018404672616,3.320038746100554,10.0
4.22,20.881424221252107,5.036129962960473,3.219298378007103,10.0
4.24,20.982129478129096,5.035262843849422,3.1185757787478927,10.0
4.26,21.082817808841035,5.034416535597035,3.017870521870904,10.0
4.28,21.18348961961589,5.033590538742707,2.9171821911589646,10.0
4.3,21.28414530693215,5.032784365812882,2.816510380384109,10.0
4.32,21.384785257752817,5.031997541033372,2.7158546930678504,10.0
4.34,21.48540984975379,5.0312296000485714,2.6152147422471828,10.0
4.36,21.586019451546736,5.030480089647406,2.5145901502462102,10.0
4.38,21.686614422896653,5.029748567495868,2.4139805484532637,10.0
4.4,21.78719511493417,5.029034601875967,2.3133855771033467,10.0
4.42,21.88776187036279,5.028337771430944,2.212804885065829,10.0
4.44,21.988315023661123,5.027657664916601,2.112238129637209,10.0
4.46,22.088854901280296,5.026993880958603,2.011684976338877,10.0
4.48,22.18458182183661,4.786346027815597,1.9111450987197038,-10.0
4.5,22.27561129629957,4.551473723148023,1.815418178163391,-10.0
4.52,22.36205606337542,4.3222383537924705,1.7243887037004306,-10.0
4.54,22.44402615604145,4.098504633301451,1.6379439366245805,-10.0
4.56,22.521628966483494,3.8801405221022165,1.5559738439585509,-10.0
4.58,22.59496930947493,3.6670171495717634,1.4783710335165061,-10.0
4.6,22.66414948423457,3.459008737982041,1.40503069052507,-10.0
4.62,22.72926933479998,3.2559925282704723,1.3358505157654292,-10.0
4.64,22.79042630895182,3.057848707591981,1.2707306652000199,-10.0
4.66,22.847715515724015,2.8644603386097733,1.2095736910481811,-10.0
4.68,22.90602978153368,2.9157132904831387,1.1522844842759845,10.0
4.7,22.96054450496391,2.725736171511543,1.0939702184663211,-10.0
4.72,23.011350875031816,2.540318503395266,1.0394554950360906,-10.0
4.74,23.05853789221809,2.3593508593137797,0.9886491249681839,-10.0
4.76,23.102192420991894,2.182726438690249,0.9414621077819092,-10.0
4.78,23.14719924107513,2.250341004161683,0.8978075790081057,10.0
4.8,23.188725897476363,2.0763328200618028,0.8528007589248716,-10.0
4.82,23.22685591412397,1.9065008323803194,0.8112741025236367,-10.0
